id,sex,age,height,weight,income,education,confession,children,happiness,fitness,food,alcohol,tattoos,rhine,datause,consultations,hiking,fasnacht,eyecor
4071,male,30,190.3,89,7500,SEK_III,NA,2,6,7,220,47,0,6,65,2,23,no,yes
4072,male,43,188.3,88.2,NA,SEK_III,NA,0,6,7,NA,24,0,3,71,5,39,yes,no
4073,male,56,176.5,77.4,8500,SEK_III,catholic,1,7,3,970,39,0,2,76,3,36,no,yes
4074,male,49,170.9,78.9,8900,SEK_III,confessionless,1,8,3,1280,18,4,6,76,5,68,no,yes
4075,female,48,159.3,72.7,6100,apprenticeship,confessionless,2,9,4,720,28,0,4,109,6,76,no,no
4076,male,55,166.2,84.8,9300,SEK_III,evangelical-reformed,2,6,6,760,37,5,8,128,3,69,no,yes
4077,male,23,182.3,NA,5300,SEK_II,muslim,3,6,9,150,49,2,4,102,3,32,no,yes
4078,male,31,195,104.4,7400,apprenticeship,evangelical-reformed,3,6,6,390,62,5,0,90,3,82,no,yes
4079,male,31,190.6,98.9,NA,apprenticeship,confessionless,1,5,1,NA,36,0,3,132,3,90,no,no
4080,female,31,166.8,68,4700,apprenticeship,evangelical-reformed,2,5,8,810,0,6,7,79,4,13,no,no
4081,female,42,174.8,73,NA,apprenticeship,NA,1,7,5,NA,10,0,4,114,6,56,no,no
4082,male,23,190,92,6e3,SEK_II,confessionless,1,7,5,590,72,0,7,68,3,43,no,no
4083,female,31,153.5,53.8,2800,apprenticeship,catholic,1,7,6,550,26,3,5,80,2,51,no,yes
4084,male,54,183.9,87.9,8e3,apprenticeship,NA,3,7,3,580,60,0,4,88,1,92,no,yes
4085,female,42,148.8,67.7,7200,apprenticeship,NA,1,7,8,1090,20,0,6,97,5,60,no,yes
4086,male,48,149.4,63.7,8500,SEK_III,other,3,5,5,1050,0,0,5,69,7,49,no,yes
4087,female,31,150.7,66.1,4600,SEK_III,evangelical-reformed,4,9,4,910,19,8,6,96,4,56,no,no
4088,male,43,182.7,104.9,9300,apprenticeship,NA,2,6,6,1040,28,0,5,59,4,72,no,yes
4089,female,20,152.5,55.2,4700,SEK_III,confessionless,2,7,3,540,29,0,5,111,9,77,no,yes
4090,male,56,187.9,73.7,9700,SEK_III,catholic,2,6,4,1140,35,5,3,72,3,97,no,yes
4091,male,58,187.1,71.2,9500,SEK_III,evangelical-reformed,2,7,7,1140,37,0,3,74,2,44,yes,yes
4092,female,54,170.7,65,8300,SEK_III,catholic,2,5,6,920,0,3,6,61,5,30,no,yes
4093,female,54,175.9,64.7,7600,SEK_III,evangelical-reformed,1,9,5,1230,23,1,5,97,4,67,no,yes
4094,male,86,168.4,79.3,14200,apprenticeship,catholic,2,10,9,1740,30,6,2,100,4,49,no,yes
4095,female,45,175.9,63.3,8400,obligatory_school,catholic,3,6,2,790,25,0,1,83,7,61,no,yes
4096,male,26,204.8,72.5,4700,obligatory_school,confessionless,2,10,3,840,0,4,4,55,3,90,no,yes
4097,female,50,146.1,69.8,9e3,apprenticeship,confessionless,2,6,3,1490,11,0,5,87,6,42,no,yes
4098,male,43,180.6,89.4,6600,SEK_III,evangelical-reformed,1,7,5,810,35,3,4,114,4,44,no,yes
4099,female,38,171.3,64.1,5900,apprenticeship,NA,1,7,7,630,0,0,1,104,4,35,no,yes
4100,male,31,168.2,80.5,NA,SEK_II,confessionless,2,6,6,NA,53,0,9,81,6,70,no,yes
4101,female,53,160.7,77.6,8500,apprenticeship,evangelical-reformed,2,7,6,980,23,0,5,99,6,33,no,no
4102,male,28,188.4,85.9,4e3,SEK_III,catholic,0,7,7,440,29,4,7,59,5,65,no,no
4103,female,39,149.8,77,7700,SEK_III,NA,2,6,6,890,34,1,10,67,3,46,yes,yes
4104,female,80,167.2,60.9,14e3,apprenticeship,catholic,2,5,5,1690,15,0,0,128,6,66,no,yes
4105,male,84,164.1,91.6,NA,SEK_II,confessionless,1,6,3,NA,32,2,7,101,1,36,no,no
4106,male,31,193.6,92.9,5100,apprenticeship,confessionless,1,7,6,600,45,0,0,79,3,83,no,yes
4107,male,19,172.8,73.4,4800,SEK_III,catholic,3,6,5,360,56,0,5,74,3,76,no,yes
4108,female,34,176.1,71.7,3600,apprenticeship,evangelical-reformed,1,5,4,360,28,8,2,126,6,56,no,yes
4109,female,51,176.1,53.7,NA,SEK_III,evangelical-reformed,1,7,7,NA,37,3,2,83,8,78,no,no
4110,male,30,190.2,91,6100,SEK_III,confessionless,3,7,5,670,43,0,8,109,4,84,yes,no
4111,female,44,154.7,NA,7200,obligatory_school,confessionless,1,9,8,1550,0,0,6,108,5,88,no,yes
4112,female,28,185.1,NA,4500,apprenticeship,NA,2,8,7,660,16,0,5,81,2,74,no,yes
4113,female,51,171.9,60.7,7300,apprenticeship,evangelical-reformed,1,7,6,1100,0,0,1,116,3,68,no,yes
4114,male,95,166.3,74.2,NA,SEK_III,other,0,5,2,NA,43,7,3,122,1,67,no,no
4115,female,66,160.4,55.7,13300,SEK_III,confessionless,4,7,7,1300,35,0,9,65,4,54,no,yes
4116,female,25,161.2,60.8,5200,SEK_III,catholic,3,6,4,260,32,0,3,97,3,48,no,yes
4117,female,47,147.8,62.8,7800,apprenticeship,NA,1,7,7,1070,0,0,8,69,6,51,no,no
4118,male,31,160.7,80.2,6500,SEK_III,confessionless,3,7,6,690,41,0,6,93,4,6,no,yes
4119,male,65,169.1,98.1,9700,apprenticeship,catholic,2,7,3,1150,37,0,5,73,2,54,no,yes
4120,female,31,169.2,72,6900,apprenticeship,catholic,1,6,3,660,15,6,4,119,4,65,no,yes
4121,female,59,159.9,63.2,10900,apprenticeship,NA,1,9,4,1150,26,0,4,99,3,73,no,no
4122,female,46,157.9,66.4,NA,obligatory_school,NA,3,9,5,NA,21,0,3,97,3,26,no,no
4123,male,47,185.9,84.4,7300,obligatory_school,NA,1,5,6,1520,0,0,5,124,3,73,no,yes
4124,male,46,179.9,99.4,8800,apprenticeship,evangelical-reformed,1,7,4,1150,0,2,4,83,3,79,no,yes
4125,male,60,189.4,79.7,9400,SEK_II,confessionless,3,6,4,1e3,26,0,4,74,3,44,no,no
4126,male,50,182.9,NA,9e3,SEK_III,evangelical-reformed,1,8,1,1160,38,0,4,74,2,78,no,yes
4127,female,27,165.9,58.6,NA,apprenticeship,evangelical-reformed,0,9,4,NA,25,0,9,118,6,34,no,no
4128,female,53,168,70.7,6600,apprenticeship,evangelical-reformed,2,6,6,820,44,0,1,100,8,33,no,no
4129,female,56,143.1,59.5,NA,apprenticeship,catholic,3,7,7,NA,0,4,2,107,6,58,no,yes
4130,male,58,169,104.9,9600,SEK_III,confessionless,2,8,7,1110,0,1,4,82,2,79,no,yes
4131,male,29,183.6,90.1,5200,apprenticeship,other,2,7,2,330,33,0,0,111,5,82,yes,no
4132,female,21,180.7,69.7,4400,apprenticeship,catholic,4,6,3,460,33,0,1,59,4,61,no,yes
4133,female,33,175.8,60,5300,obligatory_school,evangelical-reformed,1,6,5,940,11,0,1,111,1,46,no,yes
4134,female,61,168.7,70.7,12200,SEK_III,catholic,3,9,4,1600,0,3,3,54,6,54,no,yes
4135,female,22,172.8,63.6,5300,SEK_II,catholic,0,5,4,290,40,0,8,111,3,60,no,no
4136,male,23,165.8,61.9,4400,SEK_II,other,2,7,7,170,43,0,6,79,2,48,no,yes
4137,female,40,161.8,64.4,6600,SEK_III,catholic,1,5,5,650,27,2,6,80,6,45,no,no
4138,female,70,160.3,61.1,11300,apprenticeship,confessionless,2,6,4,1180,36,6,3,75,4,40,no,yes
4139,male,54,182.2,77.7,7500,SEK_III,confessionless,2,8,6,820,23,0,2,95,4,31,no,no
4140,female,42,163.9,60.8,NA,apprenticeship,evangelical-reformed,2,7,7,NA,30,6,6,82,5,83,no,no
4141,female,71,162.5,58.2,11200,obligatory_school,other,4,9,6,1160,15,5,8,96,7,94,no,yes
4142,male,52,182.3,94.1,NA,apprenticeship,confessionless,2,10,3,NA,47,6,7,86,3,77,no,no
4143,female,36,151.6,72.8,NA,SEK_III,NA,0,9,4,NA,27,0,0,105,6,61,no,no
4144,male,31,169.2,NA,6300,apprenticeship,muslim,2,6,7,710,0,0,3,76,3,41,no,no
4145,female,51,165.3,NA,9800,apprenticeship,confessionless,3,6,7,830,31,8,1,111,6,45,no,yes
4146,female,47,152,NA,6600,SEK_III,muslim,2,6,2,670,19,0,1,30,5,66,no,no
4147,female,61,165.9,75.7,1e4,SEK_III,evangelical-reformed,1,6,3,900,22,2,2,100,3,76,no,no
4148,male,31,172.3,97.1,6900,obligatory_school,evangelical-reformed,1,7,8,630,29,0,4,62,7,54,no,yes
4149,male,31,173.5,NA,5700,SEK_III,catholic,3,9,6,1070,0,0,1,110,2,58,no,no
4150,female,66,168.5,60.7,11400,obligatory_school,evangelical-reformed,1,5,9,1030,32,0,4,87,5,53,no,yes
4151,male,40,180,106,7200,apprenticeship,NA,4,10,7,450,61,0,1,91,5,112,no,no
4152,male,41,170.5,92.1,7100,obligatory_school,catholic,1,7,9,930,22,2,7,77,0,52,no,yes
4153,male,59,160.8,91.5,9e3,apprenticeship,catholic,2,6,7,840,14,0,5,121,3,68,yes,yes
4154,female,38,175.6,73.5,6e3,SEK_III,evangelical-reformed,2,6,2,630,28,3,3,97,4,50,no,no
4155,male,87,163.5,90.5,14700,apprenticeship,catholic,1,8,2,1270,37,1,2,79,2,39,yes,yes
4156,male,41,162.1,79.7,6600,apprenticeship,catholic,2,5,4,590,27,4,4,50,3,92,no,yes
4157,male,42,160.5,98,8200,SEK_III,NA,3,5,7,720,34,7,2,67,3,90,no,yes
4158,female,31,168.5,71.8,5100,obligatory_school,NA,1,6,3,720,29,0,3,83,4,46,no,no
4159,female,48,169.3,68.9,8e3,obligatory_school,catholic,2,6,4,930,26,2,1,102,4,35,no,no
4160,female,54,156.9,61,9900,SEK_III,other,1,7,7,1050,37,8,6,119,5,41,no,yes
4161,male,39,176.5,NA,5800,SEK_III,confessionless,3,7,7,640,32,8,9,103,4,64,no,yes
4162,male,20,188.8,120.2,4300,apprenticeship,evangelical-reformed,2,6,5,180,57,3,6,91,4,46,no,yes
4163,male,71,172.6,91.8,1e4,SEK_III,catholic,3,6,3,670,41,7,3,106,4,49,no,no
4164,male,48,186.6,80.3,8300,apprenticeship,other,3,7,5,900,41,0,1,95,4,91,no,no
4165,male,49,173.1,66.5,NA,SEK_III,confessionless,5,7,7,NA,13,7,5,110,3,69,no,yes
4166,male,41,172.9,48,6300,apprenticeship,confessionless,2,8,5,380,55,0,6,94,4,43,no,yes
4167,male,30,188.4,77,5500,obligatory_school,catholic,3,7,4,120,50,0,2,86,3,69,no,yes
4168,female,70,164.6,54.4,11300,apprenticeship,catholic,1,5,2,1070,48,3,1,87,4,66,yes,yes
4169,female,33,163.6,NA,3600,obligatory_school,catholic,1,9,2,310,28,3,0,75,8,42,no,no
4170,male,29,172.6,65.5,7800,SEK_II,catholic,1,6,6,850,34,0,5,62,4,106,no,no
4171,male,35,170,NA,6400,SEK_III,NA,4,7,5,660,45,3,6,91,4,71,no,yes
4172,female,70,165.4,NA,NA,SEK_III,NA,0,7,3,NA,34,0,5,113,5,112,no,no
4173,male,32,186.7,89.4,6800,SEK_III,evangelical-reformed,2,7,5,450,53,5,4,121,0,21,no,yes
4174,female,54,164.5,57.8,8900,apprenticeship,NA,2,9,5,930,29,0,0,103,1,61,no,yes
4175,female,58,158.7,48.5,9300,SEK_II,evangelical-reformed,1,5,7,570,32,1,4,97,2,66,no,no
4176,male,29,177.7,88.1,NA,apprenticeship,confessionless,2,6,10,NA,0,7,2,116,5,67,no,yes
4177,male,23,162.9,NA,4900,apprenticeship,confessionless,0,8,3,370,50,8,1,84,2,31,no,yes
4178,female,86,154.7,70.8,NA,apprenticeship,catholic,1,7,8,NA,0,0,7,93,5,86,no,no
4179,female,74,162.3,NA,13500,SEK_III,catholic,2,8,1,1720,0,0,4,71,2,82,no,yes
4180,male,40,190.2,81.7,6400,SEK_III,confessionless,3,7,6,730,0,0,7,107,4,54,no,no
4181,male,31,176.7,81.2,NA,apprenticeship,other,2,7,6,NA,48,0,6,57,5,64,no,yes
4182,female,26,167.1,64.2,8200,apprenticeship,catholic,2,6,5,900,19,2,3,116,6,58,no,yes
4183,female,58,162,62.8,8600,apprenticeship,confessionless,2,7,4,840,0,3,2,113,7,59,no,yes
4184,male,31,167.2,90.2,5900,SEK_III,evangelical-reformed,3,8,5,460,37,0,4,91,2,41,no,yes
4185,male,32,170.5,NA,3800,apprenticeship,other,1,7,6,720,31,0,0,71,2,54,no,yes
4186,male,20,162.3,73.2,NA,SEK_III,confessionless,2,7,6,NA,34,0,0,90,3,96,no,yes
4187,male,41,180.6,85.2,5500,SEK_III,evangelical-reformed,3,7,3,720,32,6,7,55,3,85,no,no
4188,female,24,156.9,63.7,3800,SEK_II,evangelical-reformed,4,7,7,870,14,0,4,96,5,57,no,yes
4189,female,55,158.6,69.2,NA,obligatory_school,catholic,1,6,7,NA,12,0,3,124,6,90,no,no
4190,female,49,160.6,NA,8100,SEK_III,catholic,2,5,3,830,34,6,4,109,6,105,no,yes
4191,male,49,173,87.9,9300,SEK_III,evangelical-reformed,2,7,7,910,38,9,5,69,2,79,no,no
4192,female,66,151.8,76,10800,SEK_III,NA,3,6,3,1350,0,0,5,97,3,43,no,yes
4193,female,34,158.6,73.9,6900,apprenticeship,catholic,3,7,5,800,22,0,5,96,6,67,no,yes
4194,female,39,153.6,70.7,6100,apprenticeship,evangelical-reformed,1,9,7,850,32,0,2,118,4,68,no,no
4195,male,48,157,79,8100,SEK_III,confessionless,2,6,9,880,37,0,6,56,1,48,no,no
4196,male,38,190.1,100.6,7200,SEK_III,NA,3,7,5,1310,11,0,4,111,5,70,no,no
4197,male,31,170.3,70.3,5700,SEK_III,evangelical-reformed,1,7,4,600,38,0,5,121,5,58,no,yes
4198,female,77,160,49,14600,apprenticeship,NA,1,7,8,1220,32,1,3,97,1,53,no,no
4199,female,80,167.9,63.6,11e3,apprenticeship,catholic,1,6,4,1250,27,0,0,85,3,55,no,yes
4200,female,31,158,73.4,4800,SEK_III,confessionless,3,7,7,690,23,0,4,102,4,92,no,yes
4201,female,63,156.4,67.7,11200,apprenticeship,evangelical-reformed,0,8,3,1440,20,0,6,67,6,54,no,yes
4202,male,64,193,NA,11e3,apprenticeship,NA,0,8,7,1670,14,0,3,101,4,38,no,no
4203,female,45,192.3,68.2,7900,apprenticeship,evangelical-reformed,1,7,3,780,28,3,3,58,5,48,no,yes
4204,female,31,138.9,70.2,2300,SEK_III,evangelical-reformed,0,7,6,810,33,0,5,121,5,59,no,yes
4205,male,33,168.8,92.5,6300,SEK_III,catholic,1,7,7,440,61,0,3,104,4,45,no,no
4206,female,62,172.4,NA,9400,obligatory_school,confessionless,3,7,4,1370,5,0,2,105,6,48,no,no
4207,male,22,173.6,100.5,5300,SEK_III,other,4,7,5,1030,0,5,1,123,4,50,no,no
4208,female,42,148.1,68,NA,SEK_III,confessionless,3,9,3,NA,0,3,9,68,5,84,no,yes
4209,male,69,178.9,77.5,9800,SEK_III,confessionless,2,9,5,1230,27,6,1,107,4,28,no,yes
4210,female,49,167,54.7,NA,apprenticeship,confessionless,1,7,1,NA,17,1,3,87,3,79,no,no
4211,female,52,166.3,68.7,8400,SEK_III,catholic,0,10,3,1270,0,0,4,87,6,49,no,no
4212,male,31,174.1,91.8,7e3,apprenticeship,confessionless,1,6,5,810,34,7,4,93,1,65,no,yes
4213,male,36,169.9,73.1,5800,SEK_III,confessionless,2,6,7,290,36,0,4,76,4,74,no,yes
4214,male,51,175.2,78.6,9100,SEK_III,confessionless,1,9,3,1e3,38,0,7,69,5,66,no,yes
4215,male,80,182,105.6,NA,SEK_III,catholic,3,7,8,NA,56,6,5,72,3,35,no,yes
4216,male,22,197.8,76.8,4800,SEK_III,evangelical-reformed,3,5,5,940,0,4,0,105,5,29,no,no
4217,female,61,153.9,61.1,1e4,apprenticeship,confessionless,1,7,7,910,21,0,0,74,3,112,no,yes
4218,female,40,181.1,64.4,6300,apprenticeship,evangelical-reformed,3,7,3,770,0,0,0,113,6,63,no,yes
4219,male,31,185.3,85.5,4500,apprenticeship,other,2,9,6,410,48,0,4,55,4,50,no,yes
4220,male,26,181.6,77.3,4800,apprenticeship,catholic,2,6,1,350,35,7,5,70,7,66,yes,no
4221,female,37,160.2,67.5,7300,apprenticeship,evangelical-reformed,2,7,5,880,13,9,6,111,3,53,no,yes
4222,male,31,175.2,101.9,NA,SEK_II,evangelical-reformed,3,9,5,NA,38,0,2,64,4,47,no,no
4223,female,28,170.7,75.8,2700,apprenticeship,catholic,3,7,8,480,29,0,2,123,5,57,no,no
4224,male,63,170.5,96.3,NA,apprenticeship,evangelical-reformed,3,9,5,NA,0,0,5,123,3,18,no,no
4225,female,65,165.5,NA,NA,obligatory_school,catholic,2,6,4,NA,33,4,4,73,6,54,no,yes
4226,female,27,171.7,50.7,6900,SEK_III,evangelical-reformed,2,9,5,880,24,0,5,82,6,57,no,yes
4227,male,40,179.6,90.4,5700,apprenticeship,confessionless,3,7,7,640,19,0,0,95,4,79,no,yes
4228,female,24,166.5,55.9,4500,SEK_II,confessionless,2,5,7,400,21,0,0,84,2,36,yes,yes
4229,male,36,183,101.9,NA,SEK_III,catholic,2,6,8,NA,54,3,7,63,2,47,no,no
4230,female,59,154.6,60.1,NA,SEK_III,NA,2,7,5,NA,17,0,4,58,4,25,no,yes
4231,female,54,169.1,69.5,9600,SEK_III,confessionless,1,5,5,460,26,0,3,72,5,34,no,no
4232,male,52,183.1,89.9,NA,apprenticeship,evangelical-reformed,4,6,6,NA,34,5,3,71,3,24,no,yes
4233,female,35,168,73.3,7500,apprenticeship,confessionless,3,5,6,730,30,7,4,88,4,90,no,yes
4234,male,42,171,66.2,8600,SEK_III,catholic,0,6,7,1240,12,0,0,98,3,35,no,yes
4235,female,19,170.1,71.8,4600,apprenticeship,confessionless,3,6,3,730,34,0,3,104,5,51,no,yes
4236,female,31,150.8,59.4,3700,apprenticeship,catholic,4,7,8,430,0,0,5,72,2,28,no,yes
4237,female,68,172.2,53.4,12200,apprenticeship,confessionless,0,8,7,1490,9,5,5,92,6,63,no,yes
4238,female,54,161.9,63.6,8500,apprenticeship,confessionless,2,8,3,910,35,4,7,104,5,65,no,yes
4239,male,32,182.7,83.8,6e3,SEK_III,NA,2,5,4,530,22,4,3,109,3,40,no,yes
4240,female,53,169,55.7,8e3,apprenticeship,evangelical-reformed,2,7,6,1150,0,3,6,82,6,53,no,no
4241,male,70,200.4,NA,9500,apprenticeship,confessionless,1,7,7,1020,33,0,4,95,1,22,no,no
4242,male,31,182.8,80.3,6400,apprenticeship,catholic,3,5,5,670,41,0,4,100,3,46,no,yes
4243,female,56,174.8,NA,10300,apprenticeship,evangelical-reformed,3,7,4,1340,17,0,0,81,6,64,no,yes
4244,female,48,172.9,56.8,1e4,obligatory_school,NA,0,9,2,1340,26,3,1,102,8,79,no,yes
4245,male,22,167.1,82.8,3900,obligatory_school,catholic,3,8,2,820,0,0,5,94,7,66,no,no
4246,male,44,176.9,104,NA,apprenticeship,evangelical-reformed,2,7,7,NA,0,0,6,55,2,65,no,yes
4247,female,52,154.5,60,7200,SEK_II,catholic,2,6,5,400,24,0,3,54,3,46,no,yes
4248,female,62,163.4,67.4,NA,SEK_III,confessionless,3,7,7,NA,26,0,5,106,2,26,no,yes
4249,male,69,162.9,63.9,NA,apprenticeship,NA,3,8,7,NA,69,4,6,106,3,85,no,yes
4250,male,31,186.6,NA,NA,apprenticeship,catholic,2,7,7,NA,0,0,1,61,2,38,no,yes
4251,female,37,151.6,NA,7300,SEK_II,evangelical-reformed,2,6,3,1190,26,4,7,107,4,57,no,yes
4252,male,44,177.7,97.8,8100,apprenticeship,confessionless,1,7,7,870,44,0,6,162,5,94,no,no
4253,male,42,182.7,77.5,8300,SEK_III,NA,2,6,3,190,43,5,6,83,1,0,no,yes
4254,male,52,151.8,NA,NA,obligatory_school,confessionless,3,7,5,NA,38,1,1,92,5,35,no,yes
4255,female,34,150.9,66.2,6900,SEK_III,confessionless,2,6,5,630,25,1,8,70,3,46,no,yes
4256,female,31,145.4,79.9,NA,SEK_III,catholic,2,9,7,NA,30,0,2,77,4,88,no,no
4257,male,31,193.5,NA,5800,SEK_III,catholic,1,7,7,810,26,3,0,100,6,58,no,yes
4258,male,49,160.6,86.3,6600,SEK_III,other,2,8,7,640,48,0,3,59,0,33,no,no
4259,female,45,160.6,NA,6200,apprenticeship,NA,1,7,4,640,49,0,5,67,8,50,no,yes
4260,male,86,189.2,91.3,14900,SEK_III,catholic,1,7,7,1510,41,5,3,94,5,66,no,yes
4261,male,67,201.4,NA,12500,SEK_III,confessionless,2,5,5,850,41,1,4,78,1,80,no,yes
4262,male,29,171.7,92.4,5e3,apprenticeship,confessionless,4,9,4,870,12,0,0,73,1,100,no,yes
4263,female,22,174.7,69.6,2700,apprenticeship,catholic,3,9,5,130,19,0,2,80,3,51,no,yes
4264,male,76,170.5,87,12600,SEK_III,confessionless,2,6,4,1070,31,3,6,86,4,34,no,yes
4265,male,31,188,91.5,5400,SEK_III,NA,2,7,7,490,17,1,3,92,3,41,no,yes
4266,female,68,165.8,80.1,13500,SEK_III,confessionless,1,7,7,2110,0,0,3,110,3,61,no,no
4267,female,42,147.1,79.3,8600,SEK_III,catholic,4,7,6,940,5,2,8,119,6,82,no,yes
4268,male,31,175.6,86.4,5600,SEK_III,catholic,1,8,7,970,13,4,2,100,3,37,no,yes
4269,female,44,171.6,68.2,6200,SEK_III,catholic,0,7,6,610,21,0,11,96,4,49,no,yes
4270,female,18,157.8,70.2,NA,SEK_III,catholic,1,7,6,NA,16,0,8,83,3,76,no,yes
4271,male,31,177.5,NA,NA,apprenticeship,evangelical-reformed,2,5,2,NA,0,6,5,82,3,62,no,no
4272,male,31,181.4,105,2900,SEK_III,NA,1,6,7,-70,44,6,7,78,5,80,no,no
4273,female,31,149.2,61,6500,obligatory_school,NA,1,8,6,890,30,0,3,70,5,66,no,yes
4274,male,54,186.3,71.4,8900,SEK_III,catholic,2,7,9,540,53,0,3,110,3,0,no,yes
4275,female,64,161.1,70,10300,obligatory_school,confessionless,2,7,6,1420,0,0,2,95,3,63,no,yes
4276,male,31,187.4,80.9,6700,SEK_II,catholic,2,7,7,570,39,1,9,85,4,82,no,no
4277,female,34,158,61.4,6100,SEK_III,catholic,2,8,7,1e3,15,0,3,72,8,32,no,yes
4278,female,38,175.2,72.3,6900,SEK_II,evangelical-reformed,3,7,7,830,29,4,7,105,5,48,no,no
4279,male,27,173.9,75.5,4800,apprenticeship,catholic,3,8,4,580,26,0,4,81,5,107,no,yes
4280,female,52,162.3,67.8,9300,apprenticeship,other,1,7,2,720,17,0,5,76,5,54,no,yes
4281,female,44,159.6,70.5,6600,apprenticeship,NA,0,6,9,890,0,6,0,77,2,53,no,yes
4282,female,55,160.1,48,NA,obligatory_school,confessionless,1,9,3,NA,27,0,3,87,5,40,no,yes
4283,female,46,150,54.9,7400,apprenticeship,catholic,2,7,1,660,39,0,4,131,5,37,no,yes
4284,male,40,184,74.7,8e3,apprenticeship,evangelical-reformed,3,9,5,930,21,2,4,92,5,86,no,no
4285,male,38,178.6,66.6,6700,SEK_III,evangelical-reformed,1,6,6,300,22,2,4,95,3,28,yes,yes
4286,female,22,169.4,56,3600,apprenticeship,confessionless,1,6,3,540,31,0,3,65,4,56,no,no
4287,female,50,150.8,55.4,7400,apprenticeship,NA,1,7,5,840,11,0,6,60,5,57,no,yes
4288,female,50,161.5,77,8900,SEK_III,evangelical-reformed,4,7,6,1060,18,0,0,109,5,78,no,no
4289,female,31,156.1,55.2,10300,SEK_III,confessionless,3,8,6,1120,27,0,1,79,3,46,no,yes
4290,female,51,168.6,46.5,10700,apprenticeship,evangelical-reformed,2,7,10,1240,19,0,1,122,3,68,yes,no
4291,female,31,168.3,66.6,5400,apprenticeship,muslim,3,5,7,490,27,6,5,85,3,34,no,yes
4292,male,51,172.9,NA,NA,apprenticeship,NA,1,6,8,NA,34,6,6,85,3,90,no,yes
4293,female,27,174.9,NA,6900,SEK_II,confessionless,2,10,8,1150,20,5,8,79,5,98,no,yes
4294,male,45,179.4,NA,7700,apprenticeship,catholic,1,7,3,590,30,9,5,93,5,97,no,no
4295,male,31,186,86.6,5600,obligatory_school,NA,1,6,5,770,42,6,0,112,5,64,no,yes
4296,female,23,163.9,NA,NA,obligatory_school,catholic,2,7,9,NA,19,0,5,105,1,38,no,no
4297,male,29,175.7,84.3,3700,SEK_III,evangelical-reformed,1,7,3,560,33,0,6,70,2,66,no,yes
4298,female,55,158.3,66.3,10100,apprenticeship,NA,1,5,4,680,45,0,7,59,3,51,no,yes
4299,male,39,156.7,NA,7900,SEK_III,confessionless,1,7,4,720,45,1,8,71,5,91,no,yes
4300,female,33,168.8,79.5,3200,apprenticeship,catholic,2,7,5,670,7,0,3,80,5,75,no,no
4301,female,59,161.5,58.5,NA,SEK_III,catholic,3,10,4,NA,35,0,0,106,6,73,no,no
4302,male,23,169.7,81.4,3400,SEK_III,NA,2,7,3,130,41,7,3,46,2,56,no,no
4303,female,45,166.5,70.3,6e3,SEK_III,catholic,2,7,4,1160,19,5,3,125,5,56,no,no
4304,male,35,189.6,108.8,6500,SEK_III,confessionless,1,7,6,640,28,4,3,106,1,14,no,yes
4305,male,29,176,90.7,4700,apprenticeship,catholic,2,7,5,460,41,6,2,96,2,57,no,yes
4306,male,42,174.9,75.9,6400,apprenticeship,muslim,2,7,5,650,45,4,7,112,3,54,no,no
4307,male,39,185.3,67.3,8e3,apprenticeship,confessionless,2,6,5,620,60,0,3,104,4,39,no,yes
4308,male,24,170.5,103.2,4400,SEK_III,catholic,2,10,5,1130,0,0,5,83,0,21,no,yes
4309,female,56,153.7,68.1,6600,SEK_II,evangelical-reformed,2,9,6,1010,24,2,6,94,4,70,no,no
4310,male,69,195.4,88.9,NA,SEK_III,catholic,2,7,6,NA,52,4,5,98,2,68,no,yes
4311,male,56,181.4,91.8,9800,SEK_III,confessionless,2,7,3,1020,37,0,5,110,3,74,no,no
4312,female,31,160.2,68.8,4700,SEK_III,muslim,1,5,3,170,0,2,5,87,2,85,no,no
4313,female,37,173.7,46.2,6200,apprenticeship,catholic,1,7,6,380,41,0,4,77,6,77,yes,yes
4314,male,48,196.3,87,8600,SEK_III,catholic,1,8,8,1060,24,6,3,39,5,27,no,yes
4315,female,65,149.9,74.5,10400,obligatory_school,confessionless,2,6,3,1130,41,4,2,83,4,80,no,no
4316,male,36,170.4,97.2,6100,SEK_III,evangelical-reformed,0,7,1,1260,0,0,5,66,6,32,yes,yes
4317,male,58,186.1,87.6,10200,apprenticeship,NA,2,7,4,760,59,0,0,91,3,61,no,no
4318,male,50,176.8,NA,9100,apprenticeship,catholic,1,7,3,840,12,0,3,64,4,14,no,yes
4319,male,34,174.9,NA,4700,obligatory_school,confessionless,1,7,7,210,46,0,7,93,1,72,no,no
4320,female,52,150.3,76.4,8300,SEK_II,catholic,2,7,1,1e3,19,4,3,93,6,86,no,yes
4321,female,66,173,73.5,9900,apprenticeship,other,2,5,7,1080,33,2,1,98,4,81,no,yes
4322,male,31,187.3,59.7,3200,obligatory_school,confessionless,2,8,7,520,32,0,1,97,3,96,no,yes
4323,female,18,175.3,72.4,4700,SEK_II,NA,1,5,4,290,28,0,1,79,4,80,no,yes
4324,female,31,169.6,67.3,4100,apprenticeship,catholic,4,6,7,470,25,1,3,53,6,25,no,no
4325,female,70,172,69.5,12e3,apprenticeship,NA,1,10,4,1720,17,0,0,114,2,70,no,yes
4326,female,18,169.3,NA,4100,SEK_III,evangelical-reformed,3,7,4,670,0,0,3,117,3,53,no,yes
