id,geschlecht,alter,groesse,gewicht,einkommen,bildung,konfession,kinder,glueck,fitness,essen,alkohol,tattoos,rhein,datause,arztbesuche,wandern,fasnacht,sehhilfe
3976,m,29,160.5,99.5,NA,lehre,konfessionslos,1,10,7,NA,18,0,5,35,4,69,nein,ja
3977,m,54,182.2,77.7,7500,sek III,konfessionslos,2,8,6,1000,23,0,2,95,4,31,nein,nein
3978,m,58,195.6,82.1,8900,lehre,katholisch,3,6,3,430,36,0,2,109,5,61,nein,ja
3979,m,29,181.5,80.9,4800,lehre,muslimisch,1,7,3,740,6,0,2,91,4,38,nein,ja
3980,f,44,154.5,56.1,8000,sek III,konfessionslos,3,6,5,1180,15,7,1,94,7,76,nein,ja
3981,f,48,170,68.8,10300,lehre,katholisch,3,6,7,1520,24,4,5,71,4,58,nein,ja
3982,f,68,146.7,49.1,9000,sek II,evangelisch-reformiert,1,7,2,1180,15,4,4,117,6,93,nein,nein
3983,f,61,164.8,NA,9700,lehre,konfessionslos,2,5,5,920,22,0,2,72,5,48,nein,ja
3984,m,60,170.7,61.2,9700,lehre,katholisch,3,4,4,540,33,0,5,74,1,85,nein,ja
3985,m,36,204.2,66.5,NA,obligatorisch,andere,2,5,5,NA,66,3,6,60,2,91,nein,nein
3986,f,37,151.9,51.9,7700,obligatorisch,evangelisch-reformiert,2,5,3,950,14,6,1,79,6,71,nein,nein
3987,m,54,178.6,87.9,7700,obligatorisch,katholisch,4,8,5,670,63,0,3,91,6,79,nein,ja
3988,f,39,171.2,NA,8600,sek II,andere,3,4,3,760,36,0,5,81,5,50,nein,ja
3989,f,57,156,72,8800,sek III,katholisch,2,6,5,1110,0,0,8,94,3,75,nein,ja
3990,f,25,163.1,61.1,NA,sek II,NA,3,6,5,NA,17,0,2,81,7,98,nein,nein
3991,m,58,174.1,85.6,10700,lehre,evangelisch-reformiert,1,6,6,900,61,1,8,51,2,34,nein,nein
3992,m,29,178.1,75,5500,sek III,konfessionslos,1,7,3,510,41,0,6,62,1,45,nein,ja
3993,f,71,165.3,75.2,11500,lehre,andere,3,5,7,1050,0,0,4,106,4,108,nein,ja
3994,m,62,181,94.4,NA,sek III,konfessionslos,2,9,6,NA,54,0,6,78,6,85,nein,nein
3995,m,47,194.2,91.5,6800,sek III,katholisch,1,7,5,850,15,0,2,101,5,71,nein,ja
3996,f,71,155,69.6,10600,lehre,andere,1,3,4,1210,0,0,2,100,4,73,nein,nein
3997,f,31,166.1,59.3,4500,sek III,evangelisch-reformiert,1,4,6,640,25,0,4,154,1,52,ja,ja
3998,m,32,163.5,77.9,6600,sek III,andere,2,7,4,530,55,0,3,105,4,82,nein,ja
3999,f,64,168.8,72.4,12300,lehre,katholisch,2,8,8,1300,38,0,4,135,5,12,ja,ja
4000,m,37,172.5,68.2,6700,sek III,katholisch,1,6,7,1170,0,0,4,77,3,25,nein,ja
4001,m,67,193.3,88.1,12000,lehre,konfessionslos,0,5,7,930,39,0,2,112,1,39,nein,ja
4002,m,52,160.6,NA,NA,lehre,evangelisch-reformiert,1,8,6,NA,39,3,8,84,1,36,nein,ja
4003,m,41,177.8,73.5,5700,sek III,katholisch,4,10,5,780,24,0,5,72,2,103,nein,ja
4004,m,48,181,NA,7500,sek III,NA,4,7,8,910,27,4,3,91,5,19,nein,ja
4005,f,54,170.3,57.4,8100,lehre,andere,0,8,5,1790,0,0,8,81,2,10,nein,ja
4006,m,57,171.6,105.3,NA,sek III,andere,4,6,5,NA,0,5,1,92,3,10,nein,ja
4007,f,69,168,NA,13100,lehre,evangelisch-reformiert,3,5,6,2060,0,3,1,56,6,57,nein,nein
4008,m,36,188.6,NA,5700,obligatorisch,katholisch,1,2,7,-60,54,0,0,70,2,103,nein,ja
4009,f,38,151,43.7,6400,lehre,konfessionslos,4,5,9,970,0,4,8,110,1,39,nein,ja
4010,m,74,154.8,68.2,NA,sek III,evangelisch-reformiert,2,7,5,NA,63,0,5,86,2,18,nein,ja
4011,f,38,156.4,62.9,6100,sek II,katholisch,1,9,5,1000,14,1,1,119,6,73,nein,nein
4012,m,59,173.6,86.9,10700,lehre,evangelisch-reformiert,1,6,5,1260,30,4,3,112,7,72,nein,nein
4013,f,34,176.1,71.7,3600,lehre,NA,1,5,4,190,28,0,2,126,6,56,nein,ja
4014,m,61,167.3,94,8400,sek III,katholisch,3,7,2,660,44,0,5,80,5,62,nein,ja
4015,f,39,166.1,54.2,7200,obligatorisch,NA,2,4,6,910,12,0,4,116,6,48,nein,ja
4016,m,43,188.5,89.1,6400,lehre,katholisch,1,7,9,720,38,10,0,122,1,66,nein,ja
4017,m,37,193.5,84.7,7500,lehre,evangelisch-reformiert,3,6,1,470,50,1,1,115,5,60,nein,ja
4018,m,73,179,85.1,12600,obligatorisch,konfessionslos,3,9,6,1260,36,0,3,78,2,72,nein,ja
4019,f,77,184.7,70.5,13400,lehre,katholisch,1,2,8,1370,32,9,5,100,3,76,nein,ja
4020,m,26,181.2,104,4600,lehre,NA,2,3,6,610,34,0,4,95,4,12,nein,ja
4021,f,65,158.3,51.3,10500,sek III,katholisch,2,6,4,1020,30,1,4,100,2,14,nein,nein
4022,m,73,187.6,93.5,14500,sek III,katholisch,5,8,6,1240,38,0,4,107,3,67,nein,ja
4023,f,53,153.7,63.7,9000,lehre,evangelisch-reformiert,2,3,5,570,21,1,3,83,2,44,nein,ja
4024,f,73,187,53.1,12200,obligatorisch,konfessionslos,2,4,4,930,37,2,3,67,7,53,nein,ja
4025,m,73,193.2,NA,NA,lehre,konfessionslos,2,9,5,NA,48,5,3,124,4,68,nein,ja
4026,f,48,165.3,63.7,9500,sek III,konfessionslos,3,5,2,980,25,0,3,78,6,73,nein,ja
4027,f,52,150.3,76.4,8100,sek II,katholisch,2,8,1,1090,19,4,3,93,6,86,nein,ja
4028,f,73,144.1,NA,11300,sek III,evangelisch-reformiert,3,9,3,1340,24,0,6,87,2,48,nein,ja
4029,f,24,175.5,56.3,4800,sek II,katholisch,2,6,4,840,23,0,7,71,4,67,nein,nein
4030,m,68,176.7,NA,12900,sek III,konfessionslos,1,3,6,800,42,0,5,39,4,33,nein,ja
4031,f,43,148.2,NA,8000,lehre,katholisch,3,4,6,870,22,7,2,88,6,52,nein,ja
4032,f,49,166.1,NA,7800,sek III,konfessionslos,1,6,3,670,34,1,3,63,2,58,nein,ja
4033,f,33,161.2,69.1,7000,lehre,andere,3,8,5,1110,0,1,4,115,5,54,nein,ja
4034,m,42,186.9,112,NA,lehre,katholisch,2,3,6,NA,32,0,3,77,1,55,nein,nein
4035,m,35,179.2,72.6,6500,lehre,muslimisch,4,3,4,510,24,0,3,81,4,46,nein,nein
4036,m,39,164.1,91.4,5400,obligatorisch,konfessionslos,1,2,4,20,34,1,3,127,7,84,nein,nein
4037,m,34,175.5,64.6,4800,obligatorisch,konfessionslos,2,5,3,1020,0,0,8,113,4,58,nein,ja
4038,m,73,178.8,80.6,12700,sek III,NA,0,3,6,1600,0,0,8,65,4,61,nein,nein
4039,f,44,162.1,NA,9200,lehre,katholisch,2,5,4,820,27,3,5,77,3,55,nein,ja
4040,m,21,172.2,94.4,3200,lehre,andere,2,2,3,390,0,0,4,103,3,122,nein,nein
4041,f,25,168.8,57.9,5400,obligatorisch,katholisch,1,6,5,980,0,0,4,96,7,82,nein,ja
4042,f,57,155.7,58.4,9000,sek III,evangelisch-reformiert,1,10,5,1290,22,0,8,86,3,44,nein,nein
4043,m,43,188.3,88.2,8300,sek III,katholisch,0,6,7,1150,24,1,3,71,5,39,ja,nein
4044,f,36,169.8,NA,5100,lehre,NA,2,4,4,820,8,0,3,87,4,100,nein,nein
4045,f,51,170,63.4,NA,sek II,NA,1,5,2,NA,25,0,0,62,7,47,nein,nein
4046,f,31,167.4,56.1,6900,sek III,katholisch,1,6,3,730,31,0,8,91,4,33,nein,nein
4047,m,31,184.8,84.6,NA,lehre,NA,2,4,4,NA,0,6,1,114,1,61,nein,ja
4048,f,67,167.4,67.7,11300,sek II,katholisch,1,5,4,950,30,0,7,123,8,89,nein,nein
4049,f,46,153.2,59.9,7700,lehre,katholisch,1,7,6,700,25,0,5,88,5,61,nein,ja
4050,f,44,159.6,70.5,6800,lehre,andere,0,6,9,630,17,0,0,77,2,53,nein,ja
4051,f,52,157.4,82.3,NA,sek III,konfessionslos,4,6,6,NA,0,0,8,105,6,74,nein,ja
4052,m,42,169,89.7,7300,lehre,katholisch,1,7,5,480,50,0,4,114,6,76,nein,ja
4053,m,41,166.1,NA,7000,lehre,konfessionslos,3,9,4,600,66,0,1,120,4,75,nein,ja
4054,m,50,189.6,77.5,5800,lehre,evangelisch-reformiert,1,9,4,610,22,0,4,74,3,56,nein,ja
4055,f,85,154.5,62.5,NA,sek III,evangelisch-reformiert,0,7,4,NA,35,6,4,103,8,95,nein,nein
4056,f,79,168.5,63.2,12100,sek III,katholisch,1,5,2,1260,21,0,0,107,7,40,ja,nein
4057,f,24,167.9,66.6,2900,sek III,konfessionslos,2,8,4,640,17,0,6,85,5,75,nein,ja
4058,f,22,163.3,NA,NA,sek III,evangelisch-reformiert,2,5,9,NA,28,3,8,77,6,47,nein,ja
4059,m,52,177.4,68.2,8400,lehre,katholisch,1,9,3,990,0,0,0,62,7,56,nein,ja
4060,m,78,168.2,93.1,10900,sek III,NA,2,3,3,1100,20,0,0,120,6,91,nein,nein
4061,m,62,168.1,87.1,NA,lehre,evangelisch-reformiert,4,9,3,NA,43,3,3,88,2,50,nein,nein
4062,m,33,181.3,78.3,10100,lehre,katholisch,3,7,6,960,44,0,7,77,2,68,nein,ja
4063,f,26,177.7,NA,NA,sek III,evangelisch-reformiert,0,7,4,NA,0,2,8,107,4,97,nein,nein
4064,f,59,154.6,60.1,10900,sek III,konfessionslos,2,2,5,640,17,0,4,58,4,25,nein,ja
4065,m,32,180.2,84.1,6500,lehre,katholisch,3,8,6,540,61,0,3,66,3,84,nein,ja
4066,f,52,167.8,71.7,9800,sek III,konfessionslos,0,9,3,1190,38,1,3,87,6,88,nein,ja
4067,f,44,158.7,NA,7800,lehre,muslimisch,2,3,3,860,28,0,2,89,3,107,nein,ja
4068,m,72,188.5,61,10600,lehre,evangelisch-reformiert,1,6,2,1380,0,3,5,127,2,88,nein,ja
4069,m,53,182,70.8,10700,obligatorisch,konfessionslos,1,5,5,500,46,0,2,99,2,76,nein,nein
4070,f,53,148.4,61.3,9800,sek III,katholisch,1,6,6,960,28,0,2,98,3,62,nein,nein
4071,f,31,157.8,NA,4400,sek III,konfessionslos,2,9,6,530,39,10,6,52,3,93,nein,nein
4072,f,40,155.9,60.7,NA,sek II,NA,1,4,7,NA,16,0,4,113,6,55,nein,ja
4073,m,34,180,84.9,6600,sek III,konfessionslos,0,9,5,640,66,4,2,85,6,82,nein,nein
4074,f,35,163.4,68.9,7900,lehre,NA,3,5,4,640,26,0,6,86,1,38,nein,ja
4075,f,28,156.3,70.1,5500,sek III,katholisch,1,5,2,330,26,0,5,94,6,50,nein,ja
4076,f,42,172.3,51.8,8800,sek III,andere,2,7,7,1190,19,4,7,74,6,25,nein,nein
4077,m,61,176.3,81.3,13000,lehre,evangelisch-reformiert,1,8,4,1870,0,0,7,105,3,75,nein,nein
4078,m,51,194.5,111.6,8100,lehre,katholisch,4,3,9,340,64,0,2,104,4,79,nein,nein
4079,m,35,181.3,77.2,6200,sek III,evangelisch-reformiert,1,9,6,970,0,0,0,60,1,11,nein,ja
4080,m,53,168.8,78.5,6700,lehre,NA,2,9,9,920,30,3,2,58,3,21,nein,ja
4081,f,37,160.7,62.4,4900,lehre,evangelisch-reformiert,2,5,4,520,27,0,9,93,5,60,nein,ja
4082,f,43,176.2,NA,NA,lehre,konfessionslos,2,5,3,NA,44,8,6,110,5,48,nein,nein
4083,m,73,185.3,100.3,11800,lehre,evangelisch-reformiert,1,9,3,1570,23,0,6,91,2,64,nein,nein
4084,f,50,159.8,72.3,6700,sek III,andere,2,5,6,460,29,0,8,108,4,46,nein,ja
4085,f,53,158.8,72.2,8700,sek III,katholisch,1,7,5,1160,36,0,1,94,4,78,nein,nein
4086,f,25,157.1,64.7,NA,lehre,konfessionslos,0,7,6,NA,22,0,2,122,5,38,nein,ja
4087,f,46,163.7,NA,NA,sek III,konfessionslos,2,3,4,NA,34,0,5,80,5,42,nein,ja
4088,m,73,171.8,102,10800,sek III,NA,1,7,3,1180,35,0,2,113,4,66,nein,nein
4089,f,68,140,84.7,12900,obligatorisch,konfessionslos,3,5,5,1170,25,0,2,105,2,39,nein,ja
4090,f,62,173.8,55.8,9300,obligatorisch,katholisch,2,6,3,1100,30,3,4,102,4,53,nein,nein
4091,f,46,158.1,71.7,8100,sek III,konfessionslos,1,6,4,620,42,0,6,70,2,74,nein,nein
4092,m,37,175.8,95.7,6400,lehre,konfessionslos,1,3,5,680,44,0,5,94,2,36,nein,ja
4093,m,55,183.8,77.6,10500,lehre,evangelisch-reformiert,2,6,4,850,41,0,6,104,2,51,nein,ja
4094,m,83,185.7,NA,15600,lehre,evangelisch-reformiert,3,7,6,1780,29,0,4,89,3,45,nein,ja
4095,m,52,176.2,92.9,8700,sek III,NA,2,5,5,590,46,5,3,91,3,74,nein,ja
4096,f,73,169.1,66.9,11500,sek II,NA,1,5,7,1220,26,0,7,94,2,85,nein,ja
4097,m,18,194.8,78.7,4000,lehre,evangelisch-reformiert,4,6,5,140,32,0,0,68,5,88,nein,ja
4098,f,35,150.5,NA,4000,lehre,konfessionslos,1,8,6,580,11,4,7,64,4,51,nein,ja
4099,f,77,164.1,70.7,NA,sek III,NA,0,3,5,NA,39,4,3,117,5,112,nein,ja
4100,m,28,175.8,63.2,5500,sek III,konfessionslos,2,8,4,330,39,0,1,76,3,48,nein,nein
4101,f,47,174,66.7,9100,obligatorisch,evangelisch-reformiert,2,8,7,980,0,0,4,96,6,55,nein,nein
4102,f,47,173.6,63.2,5500,sek III,katholisch,1,10,5,1180,6,5,4,63,6,74,nein,ja
4103,m,68,190.1,NA,NA,sek III,katholisch,2,5,7,NA,55,0,4,106,3,50,nein,ja
4104,f,20,144.9,54.6,4900,sek III,evangelisch-reformiert,1,6,5,1130,29,2,4,68,5,83,nein,ja
4105,m,20,167.8,85.7,4100,sek III,evangelisch-reformiert,2,8,3,790,20,0,6,71,3,86,nein,nein
4106,m,78,167.6,101.7,NA,sek III,evangelisch-reformiert,0,6,6,NA,59,7,1,80,2,54,nein,ja
4107,f,82,176,56.8,15200,lehre,katholisch,4,7,6,1590,36,0,7,59,3,55,nein,nein
4108,m,26,192.9,75.2,NA,sek III,katholisch,1,3,6,NA,49,1,5,66,3,51,nein,ja
4109,m,25,175.6,72.8,3600,sek III,andere,2,10,7,460,46,0,5,56,3,62,nein,ja
4110,f,46,166.7,NA,NA,lehre,konfessionslos,1,5,7,NA,0,3,8,88,4,41,nein,nein
4111,f,54,160.1,NA,9000,sek III,katholisch,0,6,6,920,18,2,0,107,5,63,nein,nein
4112,f,64,164.6,54.9,8700,lehre,konfessionslos,2,5,2,680,24,0,4,66,4,45,nein,nein
4113,m,50,181.2,100.4,8100,lehre,evangelisch-reformiert,1,8,2,1080,50,0,0,95,6,68,nein,ja
4114,m,57,165.1,85.3,7800,sek II,katholisch,0,7,5,540,44,0,3,99,3,85,ja,ja
4115,f,22,152.5,44.9,NA,lehre,katholisch,3,5,7,NA,34,6,4,81,3,71,nein,ja
4116,f,51,153.1,64.1,9900,sek III,katholisch,3,7,5,1480,25,2,0,105,6,73,nein,ja
4117,f,47,168.6,71.8,8500,obligatorisch,konfessionslos,1,8,7,1080,21,6,6,81,3,40,nein,ja
4118,f,43,168.3,66.4,6700,sek III,katholisch,0,3,6,460,33,1,5,34,3,32,nein,ja
4119,f,49,155.5,59.1,8500,lehre,evangelisch-reformiert,3,5,4,690,22,0,3,90,2,27,nein,nein
4120,f,38,167.1,63.7,NA,sek III,konfessionslos,0,6,5,NA,32,1,7,81,4,50,nein,nein
4121,m,52,162.2,84,9900,sek III,konfessionslos,1,4,7,810,45,4,5,82,6,27,nein,ja
4122,f,40,154,NA,NA,lehre,katholisch,1,5,1,NA,0,7,4,42,7,76,nein,ja
4123,m,45,172.1,88,7100,obligatorisch,NA,1,6,4,610,37,4,2,111,3,95,nein,ja
4124,f,73,168.5,50.2,10600,lehre,konfessionslos,3,8,6,1020,25,0,7,72,3,61,nein,nein
4125,m,79,167.5,81.1,11700,lehre,muslimisch,3,3,6,890,53,11,2,33,4,46,nein,nein
4126,f,73,164.6,51.4,12500,lehre,katholisch,0,6,3,1390,28,1,2,141,3,75,nein,ja
4127,m,31,177,NA,2400,sek II,konfessionslos,2,4,2,270,33,0,8,137,4,58,nein,ja
4128,f,54,162.5,65.6,8900,lehre,evangelisch-reformiert,2,9,3,1140,20,0,0,52,6,46,nein,ja
4129,m,35,193.8,69.5,7100,lehre,katholisch,1,9,4,430,76,0,8,81,4,53,nein,ja
4130,m,90,171.4,81.9,15000,sek II,katholisch,2,6,5,1320,39,8,3,66,5,27,nein,nein
4131,m,40,179.7,55.6,6400,lehre,katholisch,2,6,5,560,35,9,3,83,4,70,ja,ja
4132,f,46,174.6,58.6,6800,lehre,katholisch,3,8,4,900,1,0,7,71,4,59,nein,ja
4133,m,73,199.5,70.7,11300,sek III,evangelisch-reformiert,1,9,5,890,62,0,8,70,3,54,nein,ja
4134,f,64,164.9,52.2,10300,sek III,konfessionslos,4,5,5,1200,0,0,4,48,6,52,nein,ja
4135,f,73,159.6,NA,12300,sek II,katholisch,1,4,7,1410,22,5,0,70,6,69,nein,ja
4136,m,36,176.7,100.3,NA,sek III,NA,5,7,6,NA,55,6,4,50,1,87,nein,ja
4137,f,68,163.8,57.1,10800,sek III,muslimisch,3,5,4,1040,31,0,2,105,6,71,nein,nein
4138,f,63,183.9,64.6,12000,lehre,muslimisch,1,6,6,1640,0,0,6,92,3,60,nein,ja
4139,m,46,204.6,99.7,7600,lehre,NA,3,3,8,1040,0,7,4,84,1,61,nein,ja
4140,m,77,181.3,86.3,12300,sek III,katholisch,1,5,4,1100,57,0,9,62,0,2,ja,nein
4141,f,32,165.3,59.9,6300,sek III,NA,1,6,5,680,36,0,0,65,4,57,nein,ja
4142,m,26,192.4,81.6,6400,sek III,katholisch,1,4,2,360,55,2,3,61,2,51,nein,ja
4143,m,72,184.7,85.3,12200,lehre,NA,2,2,5,1170,0,0,0,80,3,46,nein,ja
4144,m,73,179.5,67.4,12400,lehre,katholisch,3,7,6,1570,0,0,2,71,2,97,nein,nein
4145,m,68,193.7,90.1,10800,sek III,konfessionslos,1,6,1,1090,49,0,4,106,3,96,nein,nein
4146,m,86,191.5,82.3,NA,obligatorisch,katholisch,1,6,4,NA,42,3,8,71,5,67,nein,ja
4147,f,47,162.8,70.6,8400,sek III,katholisch,0,6,6,850,37,0,3,131,4,78,nein,nein
4148,f,49,172.7,61.6,11500,lehre,konfessionslos,1,5,6,1690,0,0,6,128,8,43,nein,ja
4149,m,28,183.4,93.1,3300,sek III,katholisch,3,6,5,150,57,6,2,87,4,67,nein,ja
4150,f,29,157,67.6,5900,lehre,katholisch,2,6,4,390,31,0,3,114,2,49,nein,ja
4151,m,46,164.2,NA,7000,sek III,andere,2,4,4,530,34,0,0,63,8,64,nein,ja
4152,m,30,179.4,82.1,5700,lehre,katholisch,5,7,5,410,17,0,2,76,4,78,nein,ja
4153,f,60,166.2,62.8,9300,sek III,katholisch,2,7,7,1200,33,6,2,105,3,64,nein,ja
4154,m,49,186.9,62,8300,obligatorisch,NA,1,4,6,560,75,5,1,44,2,101,nein,nein
4155,f,64,151.8,NA,9600,lehre,evangelisch-reformiert,1,5,4,850,20,6,2,125,4,43,nein,ja
4156,f,67,143,59.8,NA,obligatorisch,NA,1,8,6,NA,0,0,2,62,3,55,nein,nein
4157,m,73,178.3,NA,NA,sek II,evangelisch-reformiert,1,9,7,NA,53,3,3,85,3,65,nein,ja
4158,f,45,157.8,63.4,6400,sek III,evangelisch-reformiert,3,8,6,890,25,0,3,102,7,37,nein,ja
4159,m,61,168.3,91.4,NA,lehre,konfessionslos,0,8,4,NA,60,0,5,113,3,56,nein,ja
4160,m,51,188.9,88.6,7900,sek III,konfessionslos,1,7,4,550,38,0,7,96,3,86,nein,nein
4161,m,59,167.1,88.3,9100,lehre,andere,4,7,4,1060,31,4,3,121,2,84,nein,ja
4162,m,38,172.7,78.1,7100,lehre,NA,3,6,6,550,11,0,4,84,2,44,ja,ja
4163,f,42,165.8,53.3,NA,lehre,evangelisch-reformiert,1,6,4,NA,36,2,4,78,5,97,nein,nein
4164,f,52,170.1,69.5,7600,sek III,katholisch,2,7,3,830,21,0,6,73,3,48,ja,ja
4165,f,56,149.7,62.9,8800,lehre,NA,3,6,2,1210,0,0,4,39,6,47,nein,ja
4166,m,73,173.8,83.2,12200,sek III,evangelisch-reformiert,1,7,7,750,61,0,3,71,1,60,nein,ja
4167,f,50,168.8,54.2,8100,lehre,NA,2,9,4,1170,31,0,6,86,3,80,nein,nein
4168,f,48,146.5,65.8,6200,obligatorisch,katholisch,3,10,4,910,29,0,7,131,4,52,nein,nein
4169,m,64,166.6,101.8,9800,obligatorisch,konfessionslos,3,5,3,1100,42,0,10,98,5,97,nein,ja
4170,f,48,155.7,54.9,8000,sek III,evangelisch-reformiert,2,6,8,680,23,0,5,58,2,60,nein,ja
4171,f,73,163.9,65.5,13500,lehre,NA,0,5,5,1930,0,2,7,95,3,27,nein,ja
4172,f,72,161.5,65.9,NA,lehre,evangelisch-reformiert,0,6,4,NA,0,3,6,66,4,74,nein,nein
4173,m,40,169,98.3,2900,lehre,katholisch,0,8,4,50,37,0,4,81,5,65,nein,nein
4174,m,42,181.7,98.2,6400,sek II,konfessionslos,2,8,4,510,0,6,4,77,4,64,nein,nein
4175,f,52,168.6,69.5,8900,obligatorisch,konfessionslos,3,3,5,910,18,0,2,144,5,100,nein,ja
4176,m,24,176.3,77.2,NA,sek III,NA,3,9,5,NA,61,6,7,57,4,53,nein,nein
4177,m,64,164,100.2,10500,sek III,NA,3,5,4,1040,32,0,5,101,1,34,nein,ja
4178,f,73,159.5,60.2,12100,sek III,NA,0,7,5,1260,0,0,3,65,5,60,nein,nein
4179,m,38,179.5,92.7,5800,sek III,konfessionslos,1,7,3,690,33,8,3,136,3,43,nein,nein
4180,m,65,175.6,87.4,10700,sek III,katholisch,1,7,2,1020,40,4,1,89,2,88,nein,nein
4181,f,64,174.7,60.8,10700,lehre,muslimisch,3,6,5,1050,22,2,5,75,4,73,nein,ja
4182,m,40,181.7,NA,8300,obligatorisch,muslimisch,5,5,3,780,41,0,2,69,3,67,nein,nein
4183,m,60,170.6,82.9,NA,lehre,NA,1,8,6,NA,34,0,8,97,1,43,nein,ja
4184,f,56,166.3,70.1,8000,obligatorisch,evangelisch-reformiert,3,7,1,1050,0,3,1,88,5,72,nein,ja
4185,m,21,171.7,61.5,6300,lehre,andere,0,10,7,200,80,7,4,72,3,69,nein,ja
4186,m,65,163.2,NA,13100,lehre,katholisch,4,7,5,1300,26,3,5,105,4,24,nein,ja
4187,f,54,167,50.1,8100,lehre,katholisch,0,8,5,740,41,6,3,95,5,36,nein,nein
4188,m,49,157.1,71.1,7900,lehre,katholisch,1,6,5,790,37,0,0,87,5,56,nein,ja
4189,f,19,162.3,NA,NA,obligatorisch,evangelisch-reformiert,4,6,4,NA,19,0,3,68,6,64,nein,nein
4190,m,38,175.5,80.9,4000,sek III,katholisch,1,5,3,440,40,0,5,62,2,94,nein,ja
4191,f,73,175,68.9,12900,sek III,konfessionslos,1,2,6,1140,29,4,4,102,4,45,nein,ja
4192,m,76,180.1,84.9,12200,sek III,NA,1,7,4,1200,34,0,0,97,3,59,nein,ja
4193,m,35,189.6,108.8,6400,sek III,konfessionslos,1,7,6,560,28,0,3,106,1,14,nein,ja
4194,m,56,158.4,89.5,11800,lehre,konfessionslos,3,10,6,1180,54,7,6,106,3,73,nein,ja
4195,f,56,175.4,73.5,8500,lehre,katholisch,0,7,4,1240,16,4,5,50,7,67,nein,nein
4196,m,65,187.9,87.8,9100,lehre,evangelisch-reformiert,1,5,9,970,37,0,4,104,3,91,nein,ja
4197,m,68,179.7,77.2,13100,lehre,NA,2,5,7,1210,47,0,4,112,3,60,ja,ja
4198,f,70,153.4,64.7,11800,sek III,konfessionslos,1,6,1,1320,0,0,0,112,5,33,nein,nein
4199,f,87,169.1,59.2,14000,lehre,konfessionslos,1,5,9,1440,19,0,4,70,6,70,nein,ja
4200,f,39,146.1,67.7,NA,obligatorisch,evangelisch-reformiert,1,6,6,NA,26,5,5,90,4,56,nein,ja
4201,f,59,167,73.2,10000,sek II,muslimisch,3,4,7,870,23,0,6,82,3,54,nein,ja
4202,f,65,173.9,62.8,9900,lehre,katholisch,1,9,7,1170,28,0,4,87,5,81,nein,ja
4203,m,63,177.2,73.5,10300,lehre,muslimisch,1,6,4,420,58,4,4,63,5,34,nein,ja
4204,f,46,191.9,58.5,7300,lehre,katholisch,2,9,5,1130,32,0,4,64,6,32,nein,nein
4205,m,38,191.5,100.7,NA,sek III,katholisch,1,5,2,NA,45,0,8,107,3,42,nein,ja
4206,f,47,167.9,66.4,5300,sek III,katholisch,1,4,5,740,23,0,7,85,5,93,nein,ja
4207,f,28,157.8,67.9,2100,obligatorisch,konfessionslos,0,8,4,300,14,7,8,100,8,51,nein,ja
4208,m,45,190.1,96.6,8900,lehre,katholisch,3,6,5,820,38,0,4,63,4,83,nein,ja
4209,m,41,197.2,66.8,8800,sek III,konfessionslos,2,7,5,930,41,0,7,105,2,52,nein,ja
4210,m,58,174.7,104.3,11700,sek III,konfessionslos,3,4,6,1000,35,4,3,91,1,27,nein,ja
4211,f,28,159.8,68.3,8800,obligatorisch,katholisch,0,6,5,810,29,0,6,106,8,62,ja,ja
4212,m,34,173.8,88.8,7800,obligatorisch,konfessionslos,1,4,4,670,37,0,4,69,3,51,nein,ja
4213,f,32,158.7,60.4,5800,sek III,evangelisch-reformiert,2,9,2,620,40,0,7,66,3,62,nein,ja
4214,f,35,182.1,59.3,7000,sek III,katholisch,3,7,3,810,37,0,3,67,3,96,nein,ja
4215,f,73,156.5,73,NA,lehre,evangelisch-reformiert,2,8,5,NA,32,2,1,99,7,43,nein,nein
4216,f,31,183.8,69.4,6600,sek II,katholisch,1,8,6,650,38,8,6,111,3,38,nein,ja
4217,m,43,191.3,NA,9400,obligatorisch,andere,2,7,7,1040,48,0,8,73,1,81,nein,ja
4218,f,88,167,70.3,12400,sek III,andere,1,8,4,1280,43,4,3,59,1,52,nein,nein
4219,f,50,164.4,70.6,7500,sek III,andere,1,8,3,840,22,3,10,87,7,74,nein,ja
4220,f,29,158.9,61.2,6200,lehre,konfessionslos,2,7,3,860,17,4,5,96,3,57,nein,ja
4221,m,41,177.3,92.4,6300,sek III,katholisch,2,4,5,900,0,4,2,103,5,57,nein,nein
4222,f,40,161.9,47.4,5100,sek III,konfessionslos,2,5,5,570,21,5,3,77,5,75,nein,ja
4223,m,36,186.9,86.4,NA,lehre,andere,1,5,10,NA,49,0,2,77,2,94,nein,ja
4224,f,26,162.2,NA,3800,sek III,katholisch,3,8,2,640,21,0,1,51,6,52,nein,ja
4225,m,36,179.4,91.7,NA,sek III,evangelisch-reformiert,2,5,4,NA,16,6,8,109,4,49,nein,ja
4226,f,48,173.4,65.3,6200,lehre,evangelisch-reformiert,2,4,4,700,16,7,3,45,5,69,nein,ja
4227,f,33,160.1,70.8,6300,lehre,evangelisch-reformiert,1,5,2,610,23,0,5,82,5,69,nein,nein
4228,f,45,158.7,59.3,9900,sek III,konfessionslos,1,4,4,880,13,0,4,62,5,24,nein,ja
4229,m,44,156.1,79.4,8800,sek III,katholisch,2,10,4,1270,29,0,6,84,3,69,nein,ja
